County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Allegany,Wellsville Vg PD,2015,12,111,8,0,0,0,8,103,9,94,0,Non-New York City
Bronx,County Total,2015,12,36299,13409,91,556,4386,8376,22890,2530,18767,1593,New York City
Broome,Binghamton City PD,2015,12,2402,310,4,37,89,180,2092,342,1707,43,Non-New York City
Broome,Broome County Park PD,2015,12,2,1,0,1,0,0,1,0,1,0,Non-New York City
Broome,Broome County Sheriff,2015,12,789,58,0,20,5,33,731,111,601,19,Non-New York City
Broome,Broome County State Police,2015,12,630,86,0,52,16,18,544,132,393,19,Non-New York City
Broome,County Total,2015,,6459,623,7,154,148,314,5836,932,4791,113,Non-New York City
Broome,Deposit Vg PD,2015,12,12,0,0,0,0,0,12,6,6,0,Non-New York City
Broome,Endicott Vg PD,2015,12,621,68,1,13,12,42,553,116,427,10,Non-New York City
Broome,Johnson City Vg PD,2015,12,1126,71,2,16,17,36,1055,151,894,10,Non-New York City
Broome,Port Dickinson Vg PD,2015,12,17,1,0,1,0,0,16,0,16,0,Non-New York City
Broome,SUNY Police - Binghamton,2015,12,234,8,0,7,1,0,226,12,214,0,Non-New York City
Broome,Vestal Town PD,2015,12,626,20,0,7,8,5,606,62,532,12,Non-New York City
Cattaraugus,Allegany Vg PD,2015,12,7,0,0,0,0,0,7,2,5,0,Non-New York City
Cattaraugus,Cattaraugus County Park PD,2015,12,10,1,0,1,0,0,9,2,7,0,Non-New York City
Cattaraugus,Cattaraugus County Sheriff,2015,12,335,38,0,25,3,10,297,75,209,13,Non-New York City
Cattaraugus,Cattaraugus County State Police,2015,12,299,35,0,22,1,12,264,55,199,10,Non-New York City
Cattaraugus,County Total,2015,,1279,125,1,53,9,62,1154,214,906,34,Non-New York City
Cattaraugus,Ellicottville Town PD,2015,12,12,0,0,0,0,0,12,0,12,0,Non-New York City
Cattaraugus,Franklinville Vg PD,2015,12,22,3,0,0,0,3,19,3,16,0,Non-New York City
Cattaraugus,Olean City PD,2015,12,468,26,0,4,5,17,442,55,380,7,Non-New York City
Cattaraugus,Portville Vg PD,2015,5,1,0,0,0,0,0,1,0,1,0,Non-New York City
Cattaraugus,Salamanca City PD,2015,12,125,22,1,1,0,20,103,22,77,4,Non-New York City
Cayuga,Auburn City PD,2015,12,1122,133,0,36,14,83,989,139,827,23,Non-New York City
Cayuga,Cayuga County Park PD,2015,12,6,0,0,0,0,0,6,0,6,0,Non-New York City
Cayuga,Cayuga County Sheriff,2015,12,201,24,0,10,0,14,177,36,136,5,Non-New York City
Cayuga,Cayuga County State Police,2015,12,203,39,0,21,0,18,164,47,111,6,Non-New York City
Cayuga,County Total,2015,,1553,196,0,67,14,115,1357,224,1099,34,Non-New York City
Cayuga,Moravia Vg PD,2015,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
Cayuga,Port Byron Vg PD,2015,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Cayuga,Weedsport Vg PD,2015,12,11,0,0,0,0,0,11,1,10,0,Non-New York City
Chautauqua,Carroll Town PD,2015,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
Chautauqua,Chautauqua County Sheriff,2015,12,635,33,1,11,2,19,602,175,401,26,Non-New York City
Chautauqua,Chautauqua County State Police,2015,12,173,27,0,12,2,13,146,36,107,3,Non-New York City
Chautauqua,County Total,2015,,3309,354,3,73,78,200,2955,644,2213,98,Non-New York City
Chautauqua,Dunkirk City PD,2015,12,315,38,0,1,16,21,277,51,218,8,Non-New York City
Chautauqua,Ellicott Town PD,2015,12,230,8,0,3,1,4,222,25,194,3,Non-New York City
Chautauqua,Fredonia Vg PD,2015,12,235,6,0,3,2,1,229,23,203,3,Non-New York City
Chautauqua,Jamestown City PD,2015,12,1250,238,2,42,55,139,1012,297,663,52,Non-New York City
Chautauqua,Lakewood-Busti PD,2015,12,420,1,0,0,0,1,419,29,388,2,Non-New York City
Chautauqua,SUNY Police - Fredonia,2015,12,35,1,0,1,0,0,34,8,26,0,Non-New York City
Chautauqua,Westfield Vg PD,2015,12,9,2,0,0,0,2,7,0,6,1,Non-New York City
Chemung,Chemung County Park PD,2015,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Chemung,Chemung County Sheriff,2015,12,470,21,0,2,2,17,449,39,399,11,Non-New York City
Chemung,Chemung County State Police,2015,12,323,51,1,23,1,26,272,37,227,8,Non-New York City
Chemung,County Total,2015,,1903,159,2,27,42,88,1744,275,1429,40,Non-New York City
Chemung,Elmira City PD,2015,12,956,84,1,1,38,44,872,179,675,18,Non-New York City
Chemung,Elmira Heights Vg PD,2015,12,63,3,0,1,1,1,60,13,46,1,Non-New York City
Chemung,Elmira Town PD,2015,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Chemung,Horseheads Vg PD,2015,12,89,0,0,0,0,0,89,7,80,2,Non-New York City
Chenango,Afton Vg PD,2015,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Chenango,Chenango County Park PD,2015,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Chenango,Chenango County Sheriff,2015,12,339,32,0,18,1,13,307,61,234,12,Non-New York City
Chenango,Chenango County State Police,2015,12,207,47,0,32,0,15,160,49,102,9,Non-New York City
Chenango,County Total,2015,,849,101,0,65,1,35,748,141,583,24,Non-New York City
Chenango,Greene Vg PD,2015,12,5,0,0,0,0,0,5,1,4,0,Non-New York City
Chenango,New Berlin Town PD,2015,12,15,0,0,0,0,0,15,4,11,0,Non-New York City
Chenango,Norwich City PD,2015,12,261,21,0,14,0,7,240,23,214,3,Non-New York City
Chenango,Oxford Vg PD,2015,5,11,1,0,1,0,0,10,2,8,0,Non-New York City
Chenango,Sherburne Vg PD,2015,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
Clinton,Clinton County Sheriff,2015,12,19,2,0,0,0,2,17,3,14,0,Non-New York City
Clinton,Clinton County State Police,2015,12,946,70,0,47,2,21,876,129,725,22,Non-New York City
Clinton,County Total,2015,,1251,115,0,59,6,50,1136,172,940,24,Non-New York City
Clinton,Plattsburgh City PD,2015,12,213,43,0,12,4,27,170,37,131,2,Non-New York City
Clinton,Rouses Point Vg PD,2015,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Clinton,SUNY Police - Plattsburgh,2015,12,70,0,0,0,0,0,70,2,68,0,Non-New York City
Columbia,Chatham Vg PD,2015,12,7,0,0,0,0,0,7,1,6,0,Non-New York City
Columbia,Columbia County Park PD,2015,12,6,0,0,0,0,0,6,0,6,0,Non-New York City
Columbia,Columbia County Sheriff,2015,12,354,33,0,10,5,18,321,81,234,6,Non-New York City
Columbia,Columbia County State Police,2015,12,233,44,2,24,2,16,189,59,123,7,Non-New York City
Columbia,County Total,2015,,895,103,3,40,9,51,792,161,617,14,Non-New York City
Columbia,Greenport Town PD,2015,12,151,1,0,0,0,1,150,6,144,0,Non-New York City
Columbia,Hudson City PD,2015,12,141,25,1,6,2,16,116,13,102,1,Non-New York City
Columbia,Stockport Town PD,2015,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Cortland,Cortland City PD,2015,12,288,30,2,10,5,13,258,57,197,4,Non-New York City
Cortland,Cortland County Sheriff,2015,12,272,12,0,1,3,8,260,57,202,1,Non-New York City
Cortland,Cortland County State Police,2015,12,126,6,0,3,0,3,120,16,102,2,Non-New York City
Cortland,County Total,2015,,751,51,2,16,8,25,700,141,549,10,Non-New York City
Cortland,Homer Vg PD,2015,12,18,0,0,0,0,0,18,5,12,1,Non-New York City
Cortland,SUNY Police - Cortland,2015,12,47,3,0,2,0,1,44,6,36,2,Non-New York City
Delaware,Colchester Town PD,2015,12,14,2,0,1,0,1,12,3,9,0,Non-New York City
Delaware,County Total,2015,,740,79,0,46,6,27,661,154,493,14,Non-New York City
Delaware,Delaware County Sheriff,2015,12,152,22,0,14,1,7,130,39,90,1,Non-New York City
Delaware,Delaware County State Police,2015,12,233,38,0,23,4,11,195,43,142,10,Non-New York City
Delaware,Delhi Vg PD,2015,12,34,6,0,2,0,4,28,9,16,3,Non-New York City
Delaware,Hancock Vg PD,2015,12,22,1,0,0,0,1,21,6,15,0,Non-New York City
Delaware,Sidney Vg PD,2015,12,174,7,0,6,0,1,167,37,130,0,Non-New York City
Delaware,SUNY Police - Delhi,2015,12,39,1,0,0,0,1,38,5,33,0,Non-New York City
Delaware,Walton Vg PD,2015,12,72,2,0,0,1,1,70,12,58,0,Non-New York City
Dutchess,Beacon City PD,2015,12,304,56,0,2,12,42,248,24,211,13,Non-New York City
Dutchess,County Total,2015,,4518,558,4,108,118,328,3960,505,3344,111,Non-New York City
Dutchess,Dutchess County MTA,2015,12,18,2,0,1,1,0,16,0,15,1,Non-New York City
Dutchess,Dutchess County Park PD,2015,12,5,0,0,0,0,0,5,0,5,0,Non-New York City
Dutchess,Dutchess County Sheriff,2015,12,601,54,0,22,2,30,547,101,434,12,Non-New York City
Dutchess,Dutchess County State Police,2015,12,602,125,2,37,4,82,477,91,374,12,Non-New York City
Dutchess,East Fishkill Town PD,2015,12,183,11,0,3,1,7,172,16,149,7,Non-New York City
Dutchess,Fishkill Town PD,2015,12,166,7,0,0,3,4,159,10,142,7,Non-New York City
Dutchess,Fishkill Vg PD,2015,12,56,0,0,0,0,0,56,3,50,3,Non-New York City
Dutchess,Hyde Park Town PD,2015,12,124,8,0,1,4,3,116,29,82,5,Non-New York City
Dutchess,Millerton Vg PD,2015,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Dutchess,Pine Plains Town PD,2015,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Dutchess,Poughkeepsie City PD,2015,12,926,243,2,32,70,139,683,149,503,31,Non-New York City
Dutchess,Poughkeepsie Town PD,2015,12,1346,45,0,10,18,17,1301,72,1212,17,Non-New York City
Dutchess,Red Hook Vg PD,2015,12,49,5,0,0,1,4,44,2,41,1,Non-New York City
Dutchess,Rhinebeck Vg PD,2015,12,36,0,0,0,0,0,36,2,34,0,Non-New York City
Dutchess,Wappingers Falls Vg PD,2015,12,94,2,0,0,2,0,92,6,84,2,Non-New York City
Erie,Akron Vg PD,2015,12,14,1,0,0,0,1,13,0,12,1,Non-New York City
Erie,Amherst Town PD,2015,12,2032,116,1,14,42,59,1916,185,1687,44,Non-New York City
Erie,Brant Town PD,2015,12,27,1,0,0,0,1,26,3,22,1,Non-New York City
Erie,Buffalo City PD,2015,12,14061,2886,41,172,1033,1640,11175,2777,7421,977,Non-New York City
Erie,Cheektowaga Town PD,2015,12,2567,191,2,15,75,99,2376,274,2025,77,Non-New York City
Erie,County Total,2015,,26091,3788,46,296,1302,2144,22303,4306,16695,1302,Non-New York City
Erie,Depew Vg PD,2015,12,308,19,0,4,5,10,289,39,241,9,Non-New York City
Erie,East Aurora-Town Of Aurora PD,2015,12,122,3,0,0,1,2,119,17,98,4,Non-New York City
Erie,Eden Town PD,2015,12,26,1,0,0,0,1,25,3,22,0,Non-New York City
Erie,Erie County Park PD,2015,12,5,0,0,0,0,0,5,2,3,0,Non-New York City
Erie,Erie County Sheriff,2015,12,934,77,0,2,12,63,857,189,646,22,Non-New York City
Erie,Erie County State Police,2015,12,289,43,0,28,1,14,246,34,205,7,Non-New York City
Erie,Evans Town PD,2015,12,249,20,0,6,2,12,229,28,188,13,Non-New York City
Erie,Gowanda Vg PD,2015,12,69,6,0,0,0,6,63,15,46,2,Non-New York City
Erie,Hamburg Town PD,2015,12,935,27,0,1,8,18,908,100,790,18,Non-New York City
Erie,Hamburg Vg PD,2015,12,128,5,0,1,0,4,123,17,106,0,Non-New York City
Erie,Kenmore Vg PD,2015,12,336,16,0,0,7,9,320,42,269,9,Non-New York City
Erie,Lackawanna City PD,2015,12,506,99,1,14,23,61,407,73,305,29,Non-New York City
Erie,Lancaster Town PD,2015,12,461,25,0,5,12,8,436,53,376,7,Non-New York City
Erie,Orchard Park Town PD,2015,12,276,16,0,5,4,7,260,44,207,9,Non-New York City
Erie,SUNY Police - Buffalo,2015,12,314,10,0,4,1,5,304,38,265,1,Non-New York City
Erie,SUNY Police - Buffalo State College,2015,12,174,14,0,3,3,8,160,12,146,2,Non-New York City
Erie,Tonawanda City PD,2015,12,319,26,0,4,5,17,293,33,252,8,Non-New York City
Erie,Tonawanda Town PD,2015,12,1245,141,1,14,51,75,1104,208,850,46,Non-New York City
Erie,West Seneca Town PD,2015,12,694,45,0,4,17,24,649,120,513,16,Non-New York City
Essex,County Total,2015,,382,46,0,25,2,19,336,97,227,12,Non-New York City
Essex,Essex County Sheriff,2015,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Essex,Essex County State Police,2015,12,284,36,0,23,1,12,248,81,160,7,Non-New York City
Essex,Lake Placid Vg PD,2015,12,44,3,0,1,1,1,41,9,29,3,Non-New York City
Essex,Moriah Town PD,2015,12,3,2,0,0,0,2,1,1,0,0,Non-New York City
Essex,Ticonderoga Town PD,2015,12,47,5,0,1,0,4,42,6,34,2,Non-New York City
Franklin,County Total,2015,,841,88,0,53,5,30,753,149,590,14,Non-New York City
Franklin,Franklin County State Police,2015,12,411,50,0,36,1,13,361,84,268,9,Non-New York City
Franklin,Malone Vg PD,2015,12,244,23,0,8,2,13,221,37,180,4,Non-New York City
Franklin,Saranac Lake Vg PD,2015,12,92,6,0,2,1,3,86,10,75,1,Non-New York City
Franklin,Tupper Lake Vg PD,2015,12,94,9,0,7,1,1,85,18,67,0,Non-New York City
Fulton,County Total,2015,,1309,123,0,42,10,71,1186,199,961,26,Non-New York City
Fulton,Fulton County Sheriff,2015,12,284,8,0,0,0,8,276,80,191,5,Non-New York City
Fulton,Fulton County State Police,2015,12,108,29,0,18,3,8,79,21,56,2,Non-New York City
Fulton,Gloversville City PD,2015,12,706,82,0,23,7,52,624,79,531,14,Non-New York City
Fulton,Johnstown City PD,2015,12,210,4,0,1,0,3,206,19,182,5,Non-New York City
Fulton,Northville Vg PD,2015,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Genesee,Batavia City PD,2015,12,564,76,1,16,13,46,488,74,399,15,Non-New York City
Genesee,County Total,2015,,1199,115,2,37,15,61,1084,168,879,37,Non-New York City
Genesee,Genesee County Sheriff,2015,12,446,24,1,13,1,9,422,72,333,17,Non-New York City
Genesee,Genesee County State Police,2015,12,144,12,0,7,1,4,132,14,115,3,Non-New York City
Genesee,LeRoy Vg PD,2015,12,45,3,0,1,0,2,42,8,32,2,Non-New York City
Greene,Athens Vg PD,2015,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Greene,Cairo Town PD,2015,12,33,2,0,0,0,2,31,5,26,0,Non-New York City
Greene,Catskill Vg PD,2015,12,140,12,0,1,1,10,128,12,115,1,Non-New York City
Greene,County Total,2015,,605,117,0,32,4,81,488,124,354,10,Non-New York City
Greene,Coxsackie Vg PD,2015,12,11,2,0,0,0,2,9,5,4,0,Non-New York City
Greene,Durham Town PD,2015,12,9,0,0,0,0,0,9,2,7,0,Non-New York City
Greene,Greene County Sheriff,2015,12,28,6,0,0,0,6,22,2,18,2,Non-New York City
Greene,Greene County State Police,2015,12,375,95,0,31,3,61,280,96,177,7,Non-New York City
Greene,Windham Town PD,2015,12,8,0,0,0,0,0,8,2,6,0,Non-New York City
Hamilton,County Total,2015,,43,3,0,3,0,0,40,16,23,1,Non-New York City
Hamilton,Hamilton County Sheriff,2015,12,4,1,0,1,0,0,3,1,2,0,Non-New York City
Hamilton,Hamilton County State Police,2015,12,33,2,0,2,0,0,31,13,17,1,Non-New York City
Hamilton,Inlet Town PD,2015,12,6,0,0,0,0,0,6,2,4,0,Non-New York City
Herkimer,County Total,2015,,1020,98,1,24,3,70,922,156,734,32,Non-New York City
Herkimer,Dolgeville Vg PD,2015,12,15,5,0,2,0,3,10,3,7,0,Non-New York City
Herkimer,Frankfort Town PD,2015,12,20,2,0,0,0,2,18,9,8,1,Non-New York City
Herkimer,Frankfort Vg PD,2015,12,17,2,0,0,0,2,15,2,13,0,Non-New York City
Herkimer,Herkimer County Park PD,2015,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Herkimer,Herkimer County Sheriff,2015,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Herkimer,Herkimer County State Police,2015,12,263,23,0,10,0,13,240,75,147,18,Non-New York City
Herkimer,Herkimer Vg PD,2015,12,408,47,0,6,3,38,361,29,328,4,Non-New York City
Herkimer,Ilion Vg PD,2015,12,142,10,1,2,0,7,132,20,107,5,Non-New York City
Herkimer,Little Falls City PD,2015,12,137,9,0,4,0,5,128,16,108,4,Non-New York City
Herkimer,Webb Town PD,2015,12,16,0,0,0,0,0,16,2,14,0,Non-New York City
Jefferson,Adams Vg PD,2015,12,8,0,0,0,0,0,8,3,5,0,Non-New York City
Jefferson,Alexandria Bay Vg PD,2015,12,10,0,0,0,0,0,10,2,7,1,Non-New York City
Jefferson,Brownville Vg PD,2015,12,8,0,0,0,0,0,8,1,7,0,Non-New York City
Jefferson,Cape Vincent Vg PD,2015,12,5,0,0,0,0,0,5,3,2,0,Non-New York City
Jefferson,Carthage Vg PD,2015,12,69,6,0,1,1,4,63,6,56,1,Non-New York City
Jefferson,County Total,2015,,2543,221,3,82,17,119,2322,399,1873,50,Non-New York City
Jefferson,Dexter Vg PD,2015,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Jefferson,Glen Park Vg PD,2015,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Jefferson,Jefferson County Park PD,2015,12,15,0,0,0,0,0,15,3,12,0,Non-New York City
Jefferson,Jefferson County Sheriff,2015,12,227,22,0,3,1,18,205,33,169,3,Non-New York City
Jefferson,Jefferson County State Police,2015,12,710,47,0,30,0,17,663,112,536,15,Non-New York City
Jefferson,Sackets Harbor Vg PD,2015,12,12,0,0,0,0,0,12,5,7,0,Non-New York City
Jefferson,Watertown City PD,2015,12,1474,146,3,48,15,80,1328,231,1067,30,Non-New York City
Kings,County Total,2015,12,53957,16385,146,659,5686,9894,37572,5077,30015,2480,New York City
Lewis,County Total,2015,,282,27,0,9,1,17,255,91,158,6,Non-New York City
Lewis,Lewis County Park PD,2015,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Lewis,Lewis County Sheriff,2015,12,81,5,0,0,0,5,76,33,40,3,Non-New York City
Lewis,Lewis County State Police,2015,12,118,11,0,9,0,2,107,42,63,2,Non-New York City
Lewis,Lowville Vg PD,2015,12,82,11,0,0,1,10,71,16,54,1,Non-New York City
Livingston,Avon Vg PD,2015,12,18,3,0,0,0,3,15,0,15,0,Non-New York City
Livingston,Caledonia Vg PD,2015,12,4,0,0,0,0,0,4,2,1,1,Non-New York City
Livingston,County Total,2015,,885,77,0,35,7,35,808,129,652,27,Non-New York City
Livingston,Dansville Vg PD,2015,12,94,2,0,0,0,2,92,11,77,4,Non-New York City
Livingston,Geneseo Vg PD,2015,12,126,6,0,3,1,2,120,12,107,1,Non-New York City
Livingston,Livingston County Park PD,2015,12,5,0,0,0,0,0,5,0,5,0,Non-New York City
Livingston,Livingston County Sheriff,2015,12,398,35,0,15,4,16,363,67,284,12,Non-New York City
Livingston,Livingston County State Police,2015,12,62,17,0,8,0,9,45,7,35,3,Non-New York City
Livingston,Mount Morris Vg PD,2015,12,79,8,0,4,2,2,71,19,49,3,Non-New York City
Livingston,Nunda Town and Vg PD,2015,12,11,3,0,2,0,1,8,1,7,0,Non-New York City
Livingston,SUNY Police - Geneseo,2015,12,88,3,0,3,0,0,85,10,72,3,Non-New York City
Madison,Canastota Vg PD,2015,12,58,7,0,3,0,4,51,6,44,1,Non-New York City
Madison,Cazenovia Vg PD,2015,12,42,11,0,3,0,8,31,5,26,0,Non-New York City
Madison,Chittenango Vg PD,2015,12,31,2,0,0,0,2,29,5,23,1,Non-New York City
Madison,County Total,2015,,1010,106,1,51,12,42,904,154,729,21,Non-New York City
Madison,Hamilton Vg PD,2015,12,16,3,0,2,0,1,13,1,12,0,Non-New York City
Madison,Madison County Park PD,2015,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Madison,Madison County Sheriff,2015,12,204,19,0,9,2,8,185,39,139,7,Non-New York City
Madison,Madison County State Police,2015,12,194,39,0,27,2,10,155,35,113,7,Non-New York City
Madison,Oneida City PD,2015,12,415,21,1,4,7,9,394,52,337,5,Non-New York City
Madison,SUNY Police - Morrisville,2015,12,46,4,0,3,1,0,42,11,31,0,Non-New York City
Monroe,Brighton Town PD,2015,12,801,22,0,8,6,8,779,124,623,32,Non-New York City
Monroe,Brockport Vg PD,2015,12,159,25,0,5,7,13,134,23,111,0,Non-New York City
Monroe,County Total,2015,,20529,2524,38,289,830,1367,18005,3149,13789,1067,Non-New York City
Monroe,East Rochester Vg PD,2015,12,120,11,0,1,5,5,109,26,82,1,Non-New York City
Monroe,Fairport Vg PD,2015,12,37,3,0,0,1,2,34,7,24,3,Non-New York City
Monroe,Gates Town PD,2015,12,1037,83,3,12,30,38,954,100,824,30,Non-New York City
Monroe,Greece Town PD,2015,12,2613,170,0,24,57,89,2443,335,2026,82,Non-New York City
Monroe,Irondequoit Town PD,2015,12,1447,99,0,7,43,49,1348,253,1048,47,Non-New York City
Monroe,Monroe County Park PD,2015,12,4,0,0,0,0,0,4,2,2,0,Non-New York City
Monroe,Monroe County Sheriff,2015,12,3333,203,2,50,37,114,3130,415,2602,113,Non-New York City
Monroe,Monroe County State Police,2015,12,74,16,0,15,0,1,58,1,54,3,Non-New York City
Monroe,Ogden Town PD,2015,12,209,20,0,4,2,14,189,29,150,10,Non-New York City
Monroe,Rochester City PD,2015,12,10106,1839,33,148,640,1018,8267,1753,5780,734,Non-New York City
Monroe,SUNY Police - Brockport,2015,12,61,9,0,5,0,4,52,3,49,0,Non-New York City
Monroe,Webster Town and Vg PD,2015,12,528,24,0,10,2,12,504,78,414,12,Non-New York City
Montgomery,Amsterdam City PD,2015,12,527,30,0,5,7,18,497,124,356,17,Non-New York City
Montgomery,Canajoharie Vg PD,2015,12,26,3,0,1,0,2,23,5,18,0,Non-New York City
Montgomery,County Total,2015,,1264,99,0,36,13,50,1165,212,919,34,Non-New York City
Montgomery,Fort Plain Vg PD,2015,12,73,12,0,5,2,5,61,14,46,1,Non-New York City
Montgomery,Montgomery County Sheriff,2015,12,433,25,0,2,4,19,408,39,359,10,Non-New York City
Montgomery,Montgomery County State Police,2015,12,133,24,0,18,0,6,109,18,86,5,Non-New York City
Montgomery,St Johnsville Vg PD,2015,12,72,5,0,5,0,0,67,12,54,1,Non-New York City
Nassau,Centre Island Vg PD,2015,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Nassau,County Total,2015,,16358,1984,21,80,832,1051,14374,1709,11981,684,Non-New York City
Nassau,Floral Park Vg PD,2015,12,62,3,0,0,1,2,59,4,53,2,Non-New York City
Nassau,Freeport Vg PD,2015,12,839,139,1,2,56,80,700,49,612,39,Non-New York City
Nassau,Garden City Vg PD,2015,12,260,3,0,0,0,3,257,24,231,2,Non-New York City
Nassau,Glen Cove City PD,2015,12,154,15,1,0,8,6,139,14,123,2,Non-New York City
Nassau,Great Neck Estates Vg PD,2015,12,5,0,0,0,0,0,5,4,1,0,Non-New York City
Nassau,Hempstead Vg PD,2015,12,1120,403,6,8,175,214,717,164,456,97,Non-New York City
Nassau,Kings Point Vg PD,2015,12,17,1,0,0,0,1,16,7,9,0,Non-New York City
Nassau,Lake Success Vg PD,2015,12,34,0,0,0,0,0,34,7,25,2,Non-New York City
Nassau,Long Beach City PD,2015,12,359,44,0,0,11,33,315,49,252,14,Non-New York City
Nassau,Lynbrook Vg PD,2015,12,159,11,0,1,3,7,148,20,119,9,Non-New York City
Nassau,Malverne Vg PD,2015,12,25,0,0,0,0,0,25,4,18,3,Non-New York City
Nassau,Nassau County MTA,2015,12,52,7,0,1,2,4,45,1,44,0,Non-New York City
Nassau,Nassau County Park PD,2015,12,76,4,0,0,1,3,72,1,70,1,Non-New York City
Nassau,Nassau County PD,2015,12,12714,1318,13,68,555,682,11396,1311,9596,489,Non-New York City
Nassau,Nassau County State Police,2015,12,16,6,0,0,0,6,10,0,8,2,Non-New York City
Nassau,Old Brookville Vg PD,2015,12,28,0,0,0,0,0,28,4,20,4,Non-New York City
Nassau,Old Westbury Vg PD,2015,12,36,3,0,0,1,2,33,6,26,1,Non-New York City
Nassau,Oyster Bay Cove Vg PD,2015,12,18,2,0,0,2,0,16,1,14,1,Non-New York City
Nassau,Port Washington Police District,2015,12,125,12,0,0,8,4,113,20,89,4,Non-New York City
Nassau,Rockville Centre Vg PD,2015,12,206,12,0,0,8,4,194,14,169,11,Non-New York City
Nassau,Sands Point Vg PD,2015,12,13,0,0,0,0,0,13,1,11,1,Non-New York City
Nassau,SUNY Police - Old Westbury,2015,12,39,1,0,0,1,0,38,3,35,0,Non-New York City
New York,County Total,2015,12,47307,8789,41,467,3148,5133,38518,2538,35156,824,New York City
Niagara,County Total,2015,,5920,779,5,80,206,488,5141,1090,3838,213,Non-New York City
Niagara,Lewiston Town PD,2015,12,134,5,0,2,1,2,129,15,102,12,Non-New York City
Niagara,Lockport City PD,2015,12,598,72,0,2,14,56,526,101,414,11,Non-New York City
Niagara,Middleport Vg PD,2015,12,22,0,0,0,0,0,22,3,17,2,Non-New York City
Niagara,Niagara County Park PD,2015,12,47,5,0,0,4,1,42,0,39,3,Non-New York City
Niagara,Niagara County Sheriff,2015,12,775,58,0,25,7,26,717,161,531,25,Non-New York City
Niagara,Niagara County State Police,2015,12,254,27,0,10,3,14,227,31,187,9,Non-New York City
Niagara,Niagara Falls City PD,2015,12,3091,557,4,32,157,364,2534,618,1786,130,Non-New York City
Niagara,Niagara Town PD,2015,12,487,13,0,1,4,8,474,45,425,4,Non-New York City
Niagara,North Tonawanda City PD,2015,12,508,42,1,8,16,17,466,116,333,17,Non-New York City
Niagara,Youngstown Vg PD,2015,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Oneida,Boonville Vg PD,2015,12,4,0,0,0,0,0,4,1,3,0,Non-New York City
Oneida,Camden Vg PD,2015,12,40,2,0,0,1,1,38,6,32,0,Non-New York City
Oneida,County Total,2015,,5455,584,7,141,110,326,4871,883,3817,171,Non-New York City
Oneida,Kirkland Town PD,2015,12,23,0,0,0,0,0,23,9,14,0,Non-New York City
Oneida,New Hartford Town and Vg PD,2015,12,850,12,1,3,5,3,838,46,787,5,Non-New York City
Oneida,New York Mills Vg PD,2015,12,43,1,0,0,1,0,42,8,34,0,Non-New York City
Oneida,Oneida County Park PD,2015,12,6,0,0,0,0,0,6,1,5,0,Non-New York City
Oneida,Oneida County Sheriff,2015,12,484,48,0,31,0,17,436,98,309,29,Non-New York City
Oneida,Oneida County State Police,2015,12,623,124,0,49,5,70,499,121,349,29,Non-New York City
Oneida,Oriskany Vg PD,2015,12,10,0,0,0,0,0,10,4,6,0,Non-New York City
Oneida,Rome City PD,2015,12,658,40,0,12,11,17,618,122,482,14,Non-New York City
Oneida,Sherrill City PD,2015,12,19,4,0,0,0,4,15,5,10,0,Non-New York City
Oneida,SUNY Police - Polytechnic Institute,2015,12,13,1,0,1,0,0,12,0,12,0,Non-New York City
Oneida,Utica City PD,2015,12,2548,349,6,44,87,212,2199,443,1662,94,Non-New York City
Oneida,Vernon Vg PD,2015,12,20,0,0,0,0,0,20,4,16,0,Non-New York City
Oneida,Whitesboro Vg PD,2015,12,31,3,0,1,0,2,28,3,25,0,Non-New York City
Oneida,Whitestown Town PD,2015,12,83,0,0,0,0,0,83,12,71,0,Non-New York City
Onondaga,Baldwinsville Vg PD,2015,12,69,1,0,0,1,0,68,6,62,0,Non-New York City
Onondaga,Camillus Town and Vg PD,2015,12,437,27,0,6,7,14,410,26,377,7,Non-New York City
